id,num_sold
230520,81
230521,525
230522,404
230523,225
230524,282
230525,165
230526,1067
230527,820
230528,458
230529,571
230530,195
230531,1260
230532,970
230533,541
230534,673
230535,4
230536,26
230537,20
230538,10
230539,13
230540,8
230541,53
230542,40
230543,23
230544,28
230545,9
230546,62
230547,49
230548,27
230549,33
230550,189
230551,1221
230552,940
230553,525
230554,653
230555,383
230556,2482
230557,1910
230558,1065
230559,1324
230560,453
230561,2935
230562,2254
230563,1263
230564,1568
230565,153
230566,989
230567,760
230568,426
230569,530
230570,308
230571,2010
230572,1544
230573,863
230574,1077
230575,366
230576,2371
230577,1826
230578,1020
230579,1271
230580,122
230581,764
230582,602
230583,334
230584,421
230585,241
230586,1545
230587,1219
230588,678
230589,850
230590,286
230591,1828
230592,1443
230593,803
230594,1006
230595,123
230596,784
230597,619
230598,345
230599,433
230600,247
230601,1593
230602,1253
230603,700
230604,876
230605,293
230606,1883
230607,1487
230608,828
230609,1037
230610,85
230611,550
230612,433
230613,240
230614,302
230615,173
230616,1115
230617,877
230618,488
230619,612
230620,203
230621,1317
230622,1038
230623,576
230624,722
230625,4
230626,27
230627,21
230628,11
230629,15
230630,8
230631,55
230632,42
230633,24
230634,30
230635,10
230636,65
230637,51
230638,28
230639,35
230640,199
230641,1274
230642,1006
230643,559
230644,701
230645,403
230646,2593
230647,2042
230648,1133
230649,1421
230650,475
230651,3067
230652,2413
230653,1344
230654,1684
230655,160
230656,1034
230657,814
230658,452
230659,571
230660,325
230661,2100
230662,1650
230663,919
230664,1156
230665,384
230666,2476
230667,1952
230668,1086
230669,1365
230670,126
230671,811
230672,626
230673,352
230674,428
230675,251
230676,1643
230677,1267
230678,715
230679,863
230680,297
230681,1943
230682,1500
230683,847
230684,1023
230685,127
230686,833
230687,642
230688,364
230689,439
230690,257
230691,1692
230692,1301
230693,737
230694,890
230695,304
230696,2003
230697,1547
230698,872
230699,1055
230700,88
230701,584
230702,449
230703,254
230704,307
230705,180
230706,1184
230707,911
230708,514
230709,623
230710,212
230711,1398
230712,1078
230713,607
230714,733
230715,5
230716,29
230717,22
230718,12
230719,15
230720,8
230721,59
230722,45
230723,25
230724,31
230725,10
230726,69
230727,53
230728,29
230729,36
230730,207
230731,1356
230732,1045
230733,589
230734,712
230735,420
230736,2755
230737,2123
230738,1196
230739,1446
230740,495
230741,3257
230742,2503
230743,1416
230744,1710
230745,167
230746,1101
230747,847
230748,478
230749,580
230750,338
230751,2233
230752,1718
230753,971
230754,1176
230755,401
230756,2636
230757,2032
230758,1147
230759,1389
230760,141
230761,878
230762,680
230763,373
230764,473
230765,279
230766,1781
230767,1379
230768,757
230769,953
230770,330
230771,2105
230772,1631
230773,897
230774,1128
230775,142
230776,905
230777,701
230778,386
230779,486
230780,286
230781,1838
230782,1422
230783,782
230784,986
230785,338
230786,2171
230787,1685
230788,923
230789,1163
230790,99
230791,633
230792,491
230793,269
230794,339
230795,200
230796,1286
230797,994
230798,545
230799,688
230800,236
230801,1518
230802,1176
230803,643
230804,810
230805,5
230806,31
230807,24
230808,13
230809,17
230810,9
230811,63
230812,48
230813,27
230814,34
230815,11
230816,75
230817,58
230818,32
230819,39
230820,229
230821,1466
230822,1135
230823,624
230824,785
230825,466
230826,2987
230827,2314
230828,1266
230829,1596
230830,551
230831,3538
230832,2735
230833,1506
230834,1890
230835,186
230836,1193
230837,921
230838,505
230839,640
230840,376
230841,2424
230842,1871
230843,1026
230844,1298
230845,445
230846,2859
230847,2214
230848,1213
230849,1531
230850,111
230851,696
230852,545
230853,297
230854,377
230855,222
230856,1411
230857,1103
230858,601
230859,761
230860,263
230861,1670
230862,1306
230863,714
230864,902
230865,113
230866,716
230867,559
230868,305
230869,387
230870,227
230871,1454
230872,1133
230873,620
230874,784
230875,268
230876,1720
230877,1346
230878,733
230879,929
230880,79
230881,500
230882,390
230883,212
230884,270
230885,159
230886,1016
230887,793
230888,432
230889,548
230890,188
230891,1201
230892,938
230893,511
230894,646
230895,4
230896,24
230897,19
230898,11
230899,13
230900,8
230901,50
230902,39
230903,21
230904,27
230905,9
230906,59
230907,46
230908,25
230909,32
230910,183
230911,1164
230912,911
230913,497
230914,628
230915,371
230916,2367
230917,1849
230918,1007
230919,1273
230920,438
230921,2802
230922,2185
230923,1195
230924,1509
230925,147
230926,942
230927,735
230928,401
230929,510
230930,298
230931,1914
230932,1492
230933,815
230934,1033
230935,354
230936,2259
230937,1764
230938,963
230939,1220
230940,109
230941,695
230942,532
230943,295
230944,368
230945,217
230946,1407
230947,1078
230948,600
230949,743
230950,257
230951,1665
230952,1275
230953,712
230954,881
230955,109
230956,713
230957,546
230958,305
230959,378
230960,221
230961,1450
230962,1107
230963,619
230964,767
230965,263
230966,1717
230967,1316
230968,733
230969,908
230970,77
230971,500
230972,381
230973,212
230974,263
230975,155
230976,1014
230977,774
230978,431
230979,535
230980,183
230981,1199
230982,916
230983,510
230984,632
230985,4
230986,25
230987,18
230988,11
230989,12
230990,7
230991,50
230992,38
230993,21
230994,26
230995,9
230996,59
230997,45
230998,25
230999,31
231000,179
231001,1162
231002,889
231003,496
231004,614
231005,362
231006,2363
231007,1806
231008,1004
231009,1245
231010,428
231011,2797
231012,2136
231013,1192
231014,1476
231015,144
231016,939
231017,718
231018,400
231019,498
231020,290
231021,1908
231022,1457
231023,813
231024,1010
231025,345
231026,2254
231027,1724
231028,961
231029,1193
231030,109
231031,686
231032,529
231033,302
231034,368
231035,215
231036,1391
231037,1070
231038,613
231039,742
231040,256
231041,1645
231042,1265
231043,725
231044,878
231045,110
231046,705
231047,542
231048,312
231049,377
231050,220
231051,1432
231052,1100
231053,632
231054,764
231055,261
231056,1694
231057,1305
231058,746
231059,905
231060,75
231061,494
231062,380
231063,217
231064,264
231065,154
231066,1002
231067,769
231068,441
231069,534
231070,182
231071,1184
231072,910
231073,520
231074,629
231075,3
231076,24
231077,18
231078,10
231079,13
231080,7
231081,49
231082,37
231083,21
231084,26
231085,8
231086,58
231087,45
231088,26
231089,30
231090,178
231091,1149
231092,884
231093,505
231094,614
231095,360
231096,2334
231097,1795
231098,1024
231099,1242
231100,425
231101,2761
231102,2118
231103,1215
231104,1471
231105,143
231106,929
231107,713
231108,409
231109,497
231110,290
231111,1888
231112,1447
231113,829
231114,1007
231115,343
231116,2226
231117,1713
231118,980
231119,1190
231120,109
231121,690
231122,524
231123,285
231124,368
231125,218
231126,1398
231127,1063
231128,580
231129,744
231130,257
231131,1653
231132,1257
231133,686
231134,881
231135,109
231136,709
231137,538
231138,295
231139,379
231140,221
231141,1440
231142,1091
231143,599
231144,766
231145,262
231146,1703
231147,1295
231148,706
231149,906
231150,76
231151,496
231152,377
231153,206
231154,264
231155,155
231156,1008
231157,763
231158,417
231159,535
231160,183
231161,1190
231162,903
231163,492
231164,631
231165,4
231166,24
231167,18
231168,10
231169,12
231170,7
231171,49
231172,37
231173,20
231174,26
231175,8
231176,59
231177,45
231178,25
231179,31
231180,179
231181,1154
231182,877
231183,478
231184,614
231185,361
231186,2347
231187,1781
231188,970
231189,1244
231190,428
231191,2775
231192,2103
231193,1150
231194,1474
231195,145
231196,934
231197,707
231198,386
231199,498
231200,292
231201,1897
231202,1437
231203,785
231204,1010
231205,346
231206,2238
231207,1699
231208,928
231209,1192
231210,114
231211,715
231212,557
231213,309
231214,396
231215,227
231216,1446
231217,1126
231218,626
231219,798
231220,270
231221,1710
231222,1332
231223,742
231224,945
231225,116
231226,733
231227,571
231228,319
231229,406
231230,232
231231,1491
231232,1157
231233,646
231234,823
231235,275
231236,1762
231237,1374
231238,764
231239,975
231240,80
231241,514
231242,400
231243,223
231244,284
231245,163
231246,1043
231247,810
231248,451
231249,575
231250,193
231251,1232
231252,959
231253,532
231254,679
231255,4
231256,25
231257,19
231258,10
231259,13
231260,8
231261,52
231262,40
231263,22
231264,28
231265,9
231266,61
231267,47
231268,26
231269,33
231270,188
231271,1195
231272,931
231273,518
231274,661
231275,380
231276,2430
231277,1890
231278,1049
231279,1339
231280,449
231281,2873
231282,2231
231283,1244
231284,1585
231285,152
231286,967
231287,751
231288,419
231289,535
231290,306
231291,1965
231292,1524
231293,849
231294,1085
231295,362
231296,2317
231297,1803
231298,1003
231299,1282
231300,121
231301,757
231302,585
231303,319
231304,408
231305,241
231306,1534
231307,1183
231308,648
231309,825
231310,285
231311,1816
231312,1401
231313,768
231314,978
231315,122
231316,779
231317,599
231318,330
231319,420
231320,246
231321,1580
231322,1216
231323,668
231324,850
231325,291
231326,1871
231327,1444
231328,791
231329,1007
231330,85
231331,545
231332,419
231333,229
231334,293
231335,173
231336,1105
231337,850
231338,466
231339,595
231340,203
231341,1308
231342,1007
231343,551
231344,701
231345,3
231346,26
231347,20
231348,12
231349,15
231350,8
231351,54
231352,42
231353,23
231354,29
231355,10
231356,64
231357,50
231358,27
231359,35
231360,199
231361,1268
231362,978
231363,536
231364,682
231365,402
231366,2578
231367,1986
231368,1086
231369,1384
231370,475
231371,3045
231372,2343
231373,1287
231374,1637
231375,160
231376,1028
231377,791
231378,434
231379,554
231380,323
231381,2087
231382,1606
231383,881
231384,1124
231385,383
231386,2464
231387,1901
231388,1042
231389,1328
231390,131
231391,832
231392,646
231393,354
231394,459
231395,260
231396,1686
231397,1308
231398,719
231399,926
231400,308
231401,1993
231402,1546
231403,852
231404,1096
231405,132
231406,856
231407,663
231408,365
231409,471
231410,266
231411,1740
231412,1345
231413,741
231414,956
231415,315
231416,2055
231417,1596
231418,875
231419,1130
231420,93
231421,600
231422,464
231423,254
231424,330
231425,187
231426,1216
231427,942
231428,517
231429,669
231430,220
231431,1438
231432,1114
231433,610
231434,788
231435,4
231436,29
231437,22
231438,12
231439,16
231440,8
231441,60
231442,46
231443,25
231444,33
231445,10
231446,71
231447,55
231448,30
231449,38
231450,215
231451,1390
231452,1079
231453,593
231454,765
231455,436
231456,2833
231457,2195
231458,1204
231459,1555
231460,514
231461,3357
231462,2596
231463,1431
231464,1841
231465,174
231466,1129
231467,873
231468,480
231469,621
231470,350
231471,2295
231472,1773
231473,974
231474,1261
231475,416
231476,2708
231477,2098
231478,1152
231479,1488
231480,103
231481,671
231482,514
231483,284
231484,374
231485,204
231486,1360
231487,1041
231488,577
231489,756
231490,242
231491,1608
231492,1232
231493,686
231494,895
231495,104
231496,688
231497,527
231498,294
231499,383
231500,209
231501,1398
231502,1068
231503,596
231504,776
231505,246
231506,1653
231507,1267
231508,704
231509,920
231510,72
231511,482
231512,369
231513,204
231514,267
231515,146
231516,979
231517,748
231518,415
231519,543
231520,172
231521,1157
231522,885
231523,490
231524,640
231525,4
231526,24
231527,18
231528,9
231529,14
231530,7
231531,48
231532,37
231533,20
231534,27
231535,9
231536,57
231537,43
231538,24
231539,31
231540,168
231541,1121
231542,858
231543,477
231544,623
231545,342
231546,2281
231547,1745
231548,966
231549,1264
231550,403
231551,2699
231552,2061
231553,1147
231554,1498
231555,136
231556,908
231557,693
231558,386
231559,506
231560,275
231561,1845
231562,1408
231563,783
231564,1026
231565,325
231566,2177
231567,1666
231568,926
231569,1213
231570,104
231571,688
231572,510
231573,285
231574,367
231575,207
231576,1393
231577,1035
231578,577
231579,742
231580,244
231581,1647
231582,1226
231583,684
231584,880
231585,104
231586,705
231587,523
231588,293
231589,376
231590,210
231591,1432
231592,1062
231593,595
231594,763
231595,250
231596,1696
231597,1261
231598,703
231599,904
231600,73
231601,494
231602,367
231603,204
231604,263
231605,148
231606,1002
231607,744
231608,414
231609,533
231610,174
231611,1185
231612,881
231613,489
231614,631
231615,4
231616,24
231617,17
231618,10
231619,12
231620,7
231621,50
231622,36
231623,20
231624,26
231625,9
231626,58
231627,44
231628,24
231629,31
231630,170
231631,1150
231632,854
231633,476
231634,613
231635,344
231636,2338
231637,1735
231638,965
231639,1243
231640,407
231641,2767
231642,2050
231643,1145
231644,1473
231645,137
231646,931
231647,690
231648,385
231649,497
231650,277
231651,1890
231652,1400
231653,781
231654,1009
231655,329
231656,2231
231657,1656
231658,923
231659,1192
231660,105
231661,661
231662,524
231663,281
231664,373
231665,207
231666,1338
231667,1062
231668,569
231669,752
231670,245
231671,1581
231672,1256
231673,674
231674,890
231675,104
231676,677
231677,537
231678,290
231679,382
231680,211
231681,1376
231682,1090
231683,587
231684,774
231685,250
231686,1626
231687,1292
231688,694
231689,915
231690,74
231691,475
231692,376
231693,201
231694,267
231695,149
231696,964
231697,763
231698,409
231699,541
231700,174
231701,1139
231702,903
231703,482
231704,638
231705,4
231706,23
231707,18
231708,10
231709,14
231710,7
231711,48
231712,37
231713,20
231714,26
231715,9
231716,56
231717,45
231718,24
231719,31
231720,171
231721,1105
231722,877
231723,470
231724,622
231725,346
231726,2247
231727,1781
231728,953
231729,1260
231730,409
231731,2656
231732,2101
231733,1128
231734,1491
231735,138
231736,894
231737,708
231738,380
231739,504
231740,278
231741,1817
231742,1437
231743,771
231744,1021
231745,330
231746,2143
231747,1700
231748,911
231749,1207
231750,103
231751,675
231752,516
231753,282
231754,374
231755,206
231756,1366
231757,1046
231758,570
231759,754
231760,244
231761,1615
231762,1236
231763,676
231764,891
231765,104
231766,691
231767,529
231768,290
231769,382
231770,209
231771,1404
231772,1073
231773,589
231774,775
231775,248
231776,1660
231777,1272
231778,695
231779,917
231780,73
231781,485
231782,371
231783,202
231784,268
231785,148
231786,983
231787,752
231788,411
231789,542
231790,173
231791,1161
231792,888
231793,484
231794,639
231795,4
231796,24
231797,18
231798,9
231799,13
231800,7
231801,49
231802,37
231803,20
231804,26
231805,8
231806,57
231807,44
231808,24
231809,31
231810,169
231811,1128
231812,863
231813,472
231814,623
231815,343
231816,2292
231817,1754
231818,955
231819,1262
231820,406
231821,2709
231822,2069
231823,1132
231824,1492
231825,137
231826,912
231827,697
231828,381
231829,505
231830,276
231831,1853
231832,1415
231833,774
231834,1024
231835,327
231836,2186
231837,1673
231838,914
231839,1209
231840,110
231841,719
231842,547
231843,299
231844,393
231845,219
231846,1456
231847,1110
231848,607
231849,794
231850,259
231851,1721
231852,1311
231853,720
231854,940
231855,112
231856,738
231857,563
231858,309
231859,404
231860,223
231861,1499
231862,1140
231863,626
231864,818
231865,265
231866,1772
231867,1352
231868,740
231869,968
231870,77
231871,518
231872,394
231873,215
231874,281
231875,157
231876,1049
231877,799
231878,437
231879,572
231880,186
231881,1240
231882,943
231883,515
231884,674
231885,3
231886,25
231887,19
231888,10
231889,14
231890,8
231891,51
231892,39
231893,22
231894,28
231895,8
231896,61
231897,46
231898,25
231899,33
231900,181
231901,1202
231902,917
231903,502
231904,656
231905,367
231906,2446
231907,1863
231908,1017
231909,1332
231910,433
231911,2891
231912,2198
231913,1206
231914,1576
231915,147
231916,974
231917,740
231918,406
231919,533
231920,295
231921,1977
231922,1503
231923,824
231924,1080
231925,350
231926,2332
231927,1776
231928,973
231929,1276
231930,120
231931,756
231932,573
231933,315
231934,423
231935,239
231936,1528
231937,1160
231938,638
231939,856
231940,283
231941,1809
231942,1374
231943,757
231944,1014
231945,121
231946,774
231947,588
231948,324
231949,434
231950,243
231951,1574
231952,1191
231953,658
231954,881
231955,289
231956,1863
231957,1416
231958,779
231959,1044
231960,85
231961,544
231962,412
231963,226
231964,304
231965,171
231966,1101
231967,834
231968,459
231969,615
231970,202
231971,1302
231972,988
231973,541
231974,727
231975,3
231976,27
231977,21
231978,12
231979,15
231980,9
231981,54
231982,41
231983,22
231984,30
231985,9
231986,64
231987,48
231988,27
231989,35
231990,198
231991,1264
231992,960
231993,528
231994,708
231995,400
231996,2569
231997,1949
231998,1070
231999,1435
232000,472
232001,3036
232002,2298
232003,1267
232004,1698
232005,160
232006,1025
232007,777
232008,428
232009,575
232010,322
232011,2079
232012,1574
232013,868
232014,1166
232015,383
232016,2455
232017,1863
232018,1025
232019,1378
232020,131
232021,839
232022,638
232023,349
232024,463
232025,260
232026,1699
232027,1293
232028,706
232029,935
232030,307
232031,2010
232032,1531
232033,838
232034,1105
232035,132
232036,862
232037,655
232038,360
232039,475
232040,265
232041,1752
232042,1331
232043,728
232044,963
232045,314
232046,2068
232047,1577
232048,860
232049,1139
232050,92
232051,603
232052,459
232053,251
232054,332
232055,186
232056,1225
232057,932
232058,508
232059,674
232060,219
232061,1448
232062,1102
232063,599
232064,794
232065,4
232066,30
232067,22
232068,13
232069,16
232070,10
232071,60
232072,46
232073,24
232074,33
232075,10
232076,71
232077,55
232078,29
232079,39
232080,215
232081,1402
232082,1067
232083,583
232084,771
232085,435
232086,2856
232087,2173
232088,1185
232089,1569
232090,514
232091,3382
232092,2571
232093,1409
232094,1857
232095,173
232096,1139
232097,864
232098,472
232099,627
232100,351
232101,2313
232102,1756
232103,958
232104,1273
232105,414
232106,2730
232107,2078
232108,1133
232109,1503
232110,107
232111,678
232112,513
232113,276
232114,381
232115,214
232116,1374
232117,1039
232118,560
232119,769
232120,252
232121,1625
232122,1229
232123,664
232124,912
232125,108
232126,695
232127,525
232128,284
232129,391
232130,217
232131,1412
232132,1065
232133,577
232134,791
232135,258
232136,1670
232137,1265
232138,682
232139,938
232140,75
232141,488
232142,368
232143,198
232144,273
232145,153
232146,989
232147,746
232148,402
232149,553
232150,180
232151,1168
232152,883
232153,474
232154,652
232155,3
232156,24
232157,18
232158,9
232159,13
232160,8
232161,49
232162,37
232163,19
232164,27
232165,9
232166,58
232167,44
232168,23
232169,32
232170,175
232171,1133
232172,858
232173,462
232174,636
232175,356
232176,2305
232177,1743
232178,937
232179,1289
232180,421
232181,2726
232182,2058
232183,1112
232184,1526
232185,141
232186,917
232187,693
232188,374
232189,515
232190,287
232191,1863
232192,1406
232193,758
232194,1045
232195,340
232196,2199
232197,1662
232198,896
232199,1235
232200,106
232201,678
232202,515
232203,275
232204,381
232205,211
232206,1373
232207,1042
232208,557
232209,769
232210,249
232211,1626
232212,1234
232213,661
232214,911
232215,106
232216,695
232217,528
232218,283
232219,390
232220,214
232221,1413
232222,1069
232223,574
232224,790
232225,254
232226,1671
232227,1270
232228,679
232229,938
232230,74
232231,487
232232,369
232233,198
232234,272
232235,151
232236,989
232237,749
232238,400
232239,553
232240,177
232241,1169
232242,886
232243,472
232244,652
232245,3
232246,24
232247,19
232248,9
232249,13
232250,7
232251,49
232252,36
232253,19
232254,27
232255,8
232256,58
232257,43
232258,23
232259,32
232260,173
232261,1134
232262,860
232263,460
232264,635
232265,351
232266,2306
232267,1749
232268,932
232269,1287
232270,415
232271,2729
232272,2066
232273,1107
232274,1526
232275,139
232276,919
232277,695
232278,372
232279,515
232280,282
232281,1864
232282,1410
232283,755
232284,1045
232285,334
232286,2201
232287,1668
232288,892
232289,1234
232290,106
232291,679
232292,515
232293,276
232294,377
232295,211
232296,1375
232297,1044
232298,562
232299,762
232300,250
232301,1625
232302,1233
232303,667
232304,902
232305,106
232306,695
232307,528
232308,286
232309,387
232310,214
232311,1414
232312,1071
232313,580
232314,784
232315,254
232316,1673
232317,1270
232318,686
232319,929
232320,74
232321,488
232322,370
232323,200
232324,270
232325,151
232326,990
232327,749
232328,403
232329,549
232330,177
232331,1169
232332,886
232333,476
232334,646
232335,4
232336,24
232337,18
232338,9
232339,14
232340,7
232341,49
232342,37
232343,20
232344,27
232345,9
232346,58
232347,44
232348,23
232349,32
232350,174
232351,1136
232352,862
232353,464
232354,631
232355,352
232356,2309
232357,1751
232358,941
232359,1277
232360,416
232361,2729
232362,2066
232363,1116
232364,1511
232365,140
232366,918
232367,696
232368,376
232369,510
232370,283
232371,1866
232372,1412
232373,762
232374,1036
232375,336
232376,2202
232377,1670
232378,901
232379,1224
232380,106
232381,667
232382,526
232383,275
232384,384
232385,212
232386,1350
232387,1067
232388,556
232389,775
232390,251
232391,1595
232392,1262
232393,660
232394,917
232395,108
232396,684
232397,540
232398,283
232399,393
232400,217
232401,1389
232402,1094
232403,574
232404,796
232405,256
232406,1642
232407,1298
232408,678
232409,944
232410,75
232411,480
232412,379
232413,196
232414,274
232415,152
232416,972
232417,767
232418,400
232419,557
232420,178
232421,1148
232422,905
232423,471
232424,656
232425,3
232426,23
232427,19
232428,10
232429,13
232430,8
232431,48
232432,38
232433,20
232434,27
232435,9
232436,56
232437,45
232438,23
232439,32
232440,175
232441,1115
232442,882
232443,460
232444,641
232445,354
232446,2267
232447,1789
232448,932
232449,1297
232450,418
232451,2680
232452,2111
232453,1104
232454,1535
232455,141
232456,902
232457,712
232458,372
232459,519
232460,285
232461,1832
232462,1443
232463,754
232464,1052
232465,338
232466,2162
232467,1706
232468,891
232469,1243
232470,112
232471,711
232472,544
232473,293
232474,414
232475,224
232476,1441
232477,1103
232478,593
232479,835
232480,264
232481,1702
232482,1303
232483,703
232484,990
232485,112
232486,730
232487,559
232488,302
232489,425
232490,227
232491,1483
232492,1133
232493,613
232494,861
232495,270
232496,1753
232497,1344
232498,723
232499,1019
232500,79
232501,512
232502,392
232503,210
232504,297
232505,160
232506,1038
232507,794
232508,426
232509,601
232510,189
232511,1226
232512,938
232513,504
232514,710
232515,3
232516,25
232517,20
232518,11
232519,15
232520,8
232521,51
232522,39
232523,21
232524,29
232525,9
232526,60
232527,46
232528,25
232529,35
232530,184
232531,1190
232532,911
232533,490
232534,691
232535,372
232536,2420
232537,1851
232538,995
232539,1402
232540,440
232541,2861
232542,2185
232543,1179
232544,1659
232545,149
232546,963
232547,736
232548,396
232549,560
232550,301
232551,1957
232552,1494
232553,805
232554,1137
232555,355
232556,2308
232557,1766
232558,951
232559,1343
232560,116
232561,761
232562,570
232563,310
232564,430
232565,230
232566,1540
232567,1155
232568,629
232569,867
232570,273
232571,1823
232572,1367
232573,747
232574,1027
232575,117
232576,781
232577,585
232578,320
232579,441
232580,234
232581,1585
232582,1185
232583,649
232584,892
232585,279
232586,1878
232587,1408
232588,769
232589,1057
232590,81
232591,547
232592,409
232593,224
232594,307
232595,165
232596,1109
232597,830
232598,453
232599,623
232600,195
232601,1311
232602,982
232603,534
232604,736
232605,4
232606,26
232607,21
232608,10
232609,15
232610,8
232611,55
232612,41
232613,22
232614,30
232615,9
232616,65
232617,49
232618,26
232619,36
232620,190
232621,1273
232622,956
232623,521
232624,717
232625,386
232626,2588
232627,1940
232628,1056
232629,1454
232630,455
232631,3057
232632,2288
232633,1250
232634,1719
232635,154
232636,1033
232637,773
232638,422
232639,583
232640,310
232641,2095
232642,1568
232643,856
232644,1182
232645,368
232646,2473
232647,1855
232648,1012
232649,1397
232650,128
232651,854
232652,647
232653,334
232654,473
232655,255
232656,1732
232657,1310
232658,677
232659,957
232660,301
232661,2048
232662,1550
232663,802
232664,1131
232665,129
232666,878
232667,664
232668,344
232669,486
232670,260
232671,1785
232672,1347
232673,697
232674,987
232675,308
232676,2109
232677,1596
232678,823
232679,1165
232680,90
232681,615
232682,465
232683,239
232684,339
232685,181
232686,1248
232687,943
232688,486
232689,689
232690,215
232691,1476
232692,1115
232693,574
232694,812
232695,5
232696,30
232697,22
232698,11
232699,16
232700,8
232701,61
232702,46
232703,24
232704,34
232705,10
232706,72
232707,55
232708,28
232709,39
232710,211
232711,1428
232712,1081
232713,559
232714,790
232715,426
232716,2911
232717,2201
232718,1135
232719,1606
232720,503
232721,3447
232722,2603
232723,1348
232724,1900
232725,170
232726,1161
232727,874
232728,451
232729,643
232730,342
232731,2357
232732,1777
232733,916
232734,1304
232735,406
232736,2783
232737,2103
232738,1085
232739,1538
232740,106
232741,675
232742,515
232743,276
232744,384
232745,213
232746,1370
232747,1042
232748,560
232749,775
232750,252
232751,1620
232752,1233
232753,664
232754,917
232755,107
232756,693
232757,527
232758,285
232759,393
232760,216
232761,1408
232762,1070
232763,578
232764,797
232765,256
232766,1666
232767,1270
232768,683
