id,num_sold
230453,21.0
230454,25.0
230455,9.0
230456,56.0
230457,42.0
230458,24.0
230459,29.0
230460,184.0
230461,1176.0
230462,892.0
230463,518.0
230464,618.0
230465,371.0
230466,2380.0
230467,1806.0
230468,1049.0
230469,1250.0
230470,438.0
230471,2812.0
230472,2134.0
230473,1239.0
230474,1477.0
230475,148.0
230476,953.0
230477,723.0
230478,420.0
230479,500.0
230480,300.0
230481,1928.0
230482,1462.0
230483,850.0
230484,1012.0
230485,354.0
230486,2278.0
230487,1728.0
230488,1004.0
230489,1196.0
230490,109.0
230491,704.0
230492,533.0
230493,306.0
230494,372.0
230495,220.0
230496,1423.0
230497,1078.0
230498,618.0
230499,754.0
230500,260.0
230501,1682.0
230502,1274.0
230503,730.0
230504,891.0
230505,112.0
230506,726.0
230507,550.0
230508,315.0
230509,384.0
230510,227.0
230511,1468.0
230512,1112.0
230513,638.0
230514,778.0
230515,268.0
230516,1735.0
230517,1314.0
230518,753.0
230519,919.0
230520,78.0
230521,506.0
230522,384.0
230523,220.0
230524,268.0
230525,158.0
230526,1024.0
230527,776.0
230528,444.0
230529,542.0
230530,187.0
230531,1209.0
230532,916.0
230533,525.0
230534,640.0
230535,4.0
230536,24.0
230537,18.0
230538,10.0
230539,12.0
230540,7.0
230541,48.0
230542,36.0
230543,20.0
230544,25.0
230545,9.0
230546,56.0
230547,42.0
230548,24.0
230549,30.0
230550,183.0
230551,1182.0
230552,896.0
230553,513.0
230554,626.0
230555,370.0
230556,2392.0
230557,1813.0
230558,1038.0
230559,1268.0
230560,438.0
230561,2827.0
230562,2142.0
230563,1227.0
230564,1498.0
230565,148.0
230566,958.0
230567,726.0
230568,416.0
230569,508.0
230570,300.0
230571,1938.0
230572,1468.0
230573,841.0
230574,1027.0
230575,354.0
230576,2290.0
230577,1735.0
230578,994.0
230579,1214.0
230580,115.0
230581,742.0
230582,570.0
230583,325.0
230584,400.0
230585,233.0
230586,1502.0
230587,1152.0
230588,658.0
230589,808.0
230590,276.0
230591,1774.0
230592,1362.0
230593,777.0
230594,955.0
230595,119.0
230596,766.0
230597,588.0
230598,336.0
230599,412.0
230600,240.0
230601,1550.0
230602,1190.0
230603,678.0
230604,834.0
230605,284.0
230606,1832.0
230607,1406.0
230608,802.0
230609,986.0
230610,83.0
230611,534.0
230612,410.0
230613,234.0
230614,288.0
230615,168.0
230616,1080.0
230617,829.0
230618,473.0
230619,582.0
230620,198.0
230621,1276.0
230622,980.0
230623,559.0
230624,687.0
230625,4.0
230626,24.0
230627,19.0
230628,11.0
230629,13.0
230630,8.0
230631,50.0
230632,38.0
230633,22.0
230634,27.0
230635,9.0
230636,59.0
230637,46.0
230638,26.0
230639,32.0
230640,194.0
230641,1248.0
230642,958.0
230643,547.0
230644,672.0
230645,392.0
230646,2526.0
230647,1938.0
230648,1106.0
230649,1360.0
230650,464.0
230651,2984.0
230652,2290.0
230653,1306.0
230654,1606.0
230655,157.0
230656,1012.0
230657,776.0
230658,443.0
230659,544.0
230660,318.0
230661,2046.0
230662,1570.0
230663,896.0
230664,1102.0
230665,376.0
230666,2417.0
230667,1855.0
230668,1058.0
230669,1301.0
230670,120.0
230671,786.0
230672,596.0
230673,342.0
230674,412.0
230675,244.0
230676,1590.0
230677,1204.0
230678,692.0
230679,834.0
230680,288.0
230681,1878.0
230682,1423.0
230683,818.0
230684,986.0
230685,124.0
230686,810.0
230687,614.0
230688,353.0
230689,426.0
230690,252.0
230691,1640.0
230692,1243.0
230693,714.0
230694,862.0
230695,297.0
230696,1938.0
230697,1468.0
230698,844.0
230699,1018.0
230700,86.0
230701,565.0
230702,428.0
230703,246.0
230704,297.0
230705,176.0
230706,1143.0
230707,866.0
230708,498.0
230709,600.0
230710,208.0
230711,1351.0
230712,1024.0
230713,588.0
230714,709.0
230715,4.0
230716,26.0
230717,20.0
230718,11.0
230719,14.0
230720,8.0
230721,53.0
230722,40.0
230723,23.0
230724,28.0
230725,10.0
230726,63.0
230727,47.0
230728,27.0
230729,33.0
230730,202.0
230731,1321.0
230732,1001.0
230733,575.0
230734,694.0
230735,410.0
230736,2672.0
230737,2025.0
230738,1164.0
230739,1404.0
230740,484.0
230741,3158.0
230742,2393.0
230743,1376.0
230744,1658.0
230745,164.0
230746,1070.0
230747,811.0
230748,466.0
230749,562.0
230750,332.0
230751,2164.0
230752,1640.0
230753,943.0
230754,1136.0
230755,392.0
230756,2558.0
230757,1938.0
230758,1114.0
230759,1344.0
230760,133.0
230761,856.0
230762,650.0
230763,368.0
230764,455.0
230765,270.0
230766,1732.0
230767,1316.0
230768,742.0
230769,920.0
230770,318.0
230771,2046.0
230772,1555.0
230773,877.0
230774,1088.0
230775,138.0
230776,884.0
230777,672.0
230778,379.0
230779,470.0
230780,278.0
230781,1788.0
230782,1358.0
230783,766.0
230784,950.0
230785,329.0
230786,2112.0
230787,1604.0
230788,905.0
230789,1122.0
230790,96.0
230791,616.0
230792,468.0
230793,264.0
230794,328.0
230795,194.0
230796,1246.0
230797,946.0
230798,534.0
230799,662.0
230800,229.0
230801,1472.0
230802,1118.0
230803,631.0
230804,782.0
230805,4.0
230806,28.0
230807,22.0
230808,12.0
230809,15.0
230810,9.0
230811,58.0
230812,44.0
230813,25.0
230814,30.0
230815,10.0
230816,68.0
230817,52.0
230818,29.0
230819,36.0
230820,224.0
230821,1440.0
230822,1094.0
230823,617.0
230824,766.0
230825,454.0
230826,2912.0
230827,2212.0
230828,1249.0
230829,1548.0
230830,536.0
230831,3441.0
230832,2614.0
230833,1476.0
230834,1830.0
230835,182.0
230836,1166.0
230837,886.0
230838,500.0
230839,620.0
230840,367.0
230841,2360.0
230842,1792.0
230843,1012.0
230844,1254.0
230845,434.0
230846,2787.0
230847,2117.0
230848,1194.0
230849,1482.0
230850,106.0
230851,683.0
230852,522.0
230853,293.0
230854,365.0
230855,216.0
230856,1382.0
230857,1055.0
230858,593.0
230859,739.0
230860,254.0
230861,1632.0
230862,1246.0
230863,700.0
230864,872.0
230865,110.0
230866,704.0
230867,538.0
230868,302.0
230869,377.0
230870,222.0
230871,1426.0
230872,1089.0
230873,612.0
230874,762.0
230875,262.0
230876,1684.0
230877,1286.0
230878,723.0
230879,900.0
230880,76.0
230881,491.0
230882,375.0
230883,211.0
230884,262.0
230885,155.0
230886,994.0
230887,759.0
230888,426.0
230889,531.0
230890,183.0
230891,1174.0
230892,897.0
230893,504.0
230894,628.0
230895,4.0
230896,22.0
230897,18.0
230898,10.0
230899,12.0
230900,7.0
230901,46.0
230902,35.0
230903,20.0
230904,24.0
230905,8.0
230906,54.0
230907,42.0
230908,23.0
230909,30.0
230910,179.0
230911,1148.0
230912,877.0
230913,492.0
230914,614.0
230915,362.0
230916,2322.0
230917,1774.0
230918,997.0
230919,1242.0
230920,428.0
230921,2744.0
230922,2096.0
230923,1178.0
230924,1468.0
230925,145.0
230926,930.0
230927,710.0
230928,399.0
230929,497.0
230930,294.0
230931,1882.0
230932,1437.0
230933,808.0
230934,1006.0
230935,347.0
230936,2223.0
230937,1698.0
230938,954.0
230939,1188.0
230940,106.0
230941,684.0
230942,516.0
230943,293.0
230944,362.0
230945,214.0
230946,1384.0
230947,1044.0
230948,592.0
230949,732.0
230950,252.0
230951,1636.0
230952,1234.0
230953,700.0
230954,865.0
230955,109.0
230956,706.0
230957,533.0
230958,302.0
230959,374.0
230960,220.0
230961,1428.0
230962,1077.0
230963,612.0
230964,756.0
230965,260.0
230966,1688.0
230967,1273.0
230968,722.0
230969,893.0
230970,76.0
230971,492.0
230972,372.0
230973,211.0
230974,260.0
230975,153.0
230976,996.0
230977,751.0
230978,426.0
230979,526.0
230980,181.0
230981,1176.0
230982,888.0
230983,504.0
230984,622.0
230985,4.0
230986,22.0
230987,18.0
230988,10.0
230989,12.0
230990,7.0
230991,46.0
230992,35.0
230993,20.0
230994,24.0
230995,8.0
230996,54.0
230997,41.0
230998,24.0
230999,28.0
231000,177.0
231001,1150.0
231002,868.0
231003,492.0
231004,609.0
231005,358.0
231006,2328.0
231007,1756.0
231008,997.0
231009,1232.0
231010,424.0
231011,2750.0
231012,2074.0
231013,1178.0
231014,1455.0
231015,143.0
231016,932.0
231017,703.0
231018,399.0
231019,493.0
231020,290.0
231021,1885.0
231022,1422.0
231023,808.0
231024,998.0
231025,343.0
231026,2228.0
231027,1680.0
231028,954.0
231029,1179.0
231030,105.0
231031,680.0
231032,514.0
231033,296.0
231034,362.0
231035,212.0
231036,1374.0
231037,1040.0
231038,599.0
231039,732.0
231040,251.0
231041,1624.0
231042,1228.0
231043,708.0
231044,865.0
231045,108.0
231046,701.0
231047,530.0
231048,306.0
231049,374.0
231050,219.0
231051,1418.0
231052,1072.0
231053,618.0
231054,755.0
231055,258.0
231056,1676.0
231057,1267.0
231058,730.0
231059,892.0
231060,76.0
231061,488.0
231062,370.0
231063,213.0
231064,260.0
231065,152.0
231066,988.0
231067,748.0
231068,431.0
231069,526.0
231070,180.0
231071,1168.0
231072,884.0
231073,509.0
231074,622.0
231075,4.0
231076,22.0
231077,18.0
231078,10.0
231079,12.0
231080,7.0
231081,46.0
231082,35.0
231083,20.0
231084,24.0
231085,8.0
231086,54.0
231087,41.0
231088,24.0
231089,28.0
231090,176.0
231091,1142.0
231092,864.0
231093,498.0
231094,608.0
231095,357.0
231096,2310.0
231097,1748.0
231098,1007.0
231099,1231.0
231100,422.0
231101,2730.0
231102,2064.0
231103,1190.0
231104,1454.0
231105,143.0
231106,925.0
231107,700.0
231108,404.0
231109,492.0
231110,289.0
231111,1872.0
231112,1416.0
231113,816.0
231114,997.0
231115,342.0
231116,2212.0
231117,1672.0
231118,964.0
231119,1178.0
231120,106.0
231121,682.0
231122,512.0
231123,286.0
231124,363.0
231125,213.0
231126,1379.0
231127,1035.0
231128,579.0
231129,734.0
231130,252.0
231131,1630.0
231132,1223.0
231133,684.0
231134,867.0
231135,108.0
231136,703.0
231137,528.0
231138,296.0
231139,374.0
231140,220.0
231141,1422.0
231142,1068.0
231143,597.0
231144,758.0
231145,260.0
231146,1680.0
231147,1261.0
231148,706.0
231149,895.0
231150,76.0
231151,490.0
231152,368.0
231153,206.0
231154,262.0
231155,154.0
231156,992.0
231157,744.0
231158,416.0
231159,528.0
231160,181.0
231161,1172.0
231162,880.0
231163,492.0
231164,624.0
231165,4.0
231166,23.0
231167,18.0
231168,10.0
231169,12.0
231170,7.0
231171,46.0
231172,35.0
231173,20.0
231174,24.0
231175,8.0
231176,54.0
231177,41.0
231178,22.0
231179,29.0
231180,177.0
231181,1146.0
231182,860.0
231183,481.0
231184,610.0
231185,358.0
231186,2318.0
231187,1740.0
231188,974.0
231189,1234.0
231190,424.0
231191,2739.0
231192,2056.0
231193,1150.0
231194,1458.0
231195,144.0
231196,928.0
231197,696.0
231198,390.0
231199,494.0
231200,290.0
231201,1878.0
231202,1410.0
231203,788.0
231204,1000.0
231205,343.0
231206,2218.0
231207,1665.0
231208,932.0
231209,1182.0
231210,111.0
231211,714.0
231212,544.0
231213,308.0
231214,390.0
231215,225.0
231216,1445.0
231217,1100.0
231218,622.0
231219,788.0
231220,266.0
231221,1708.0
231222,1300.0
231223,734.0
231224,931.0
231225,114.0
231226,737.0
231227,561.0
231228,317.0
231229,402.0
231230,232.0
231231,1491.0
231232,1135.0
231233,642.0
231234,812.0
231235,274.0
231236,1762.0
231237,1341.0
231238,758.0
231239,960.0
231240,80.0
231241,514.0
231242,391.0
231243,221.0
231244,280.0
231245,162.0
231246,1040.0
231247,792.0
231248,447.0
231249,566.0
231250,191.0
231251,1228.0
231252,935.0
231253,528.0
231254,670.0
231255,4.0
231256,24.0
231257,18.0
231258,10.0
231259,13.0
231260,8.0
231261,48.0
231262,37.0
231263,20.0
231264,26.0
231265,9.0
231266,57.0
231267,44.0
231268,24.0
231269,31.0
231270,187.0
231271,1201.0
231272,914.0
231273,516.0
231274,654.0
231275,378.0
231276,2430.0
231277,1850.0
231278,1046.0
231279,1324.0
231280,447.0
231281,2871.0
231282,2186.0
231283,1235.0
231284,1564.0
231285,152.0
231286,972.0
231287,741.0
231288,418.0
231289,530.0
231290,306.0
231291,1968.0
231292,1498.0
231293,847.0
231294,1072.0
231295,362.0
231296,2325.0
231297,1770.0
231298,1000.0
231299,1268.0
231300,118.0
231301,756.0
231302,572.0
231303,320.0
231304,406.0
231305,238.0
231306,1529.0
231307,1158.0
231308,648.0
231309,822.0
231310,281.0
231311,1806.0
231312,1368.0
231313,765.0
231314,970.0
231315,122.0
231316,780.0
231317,590.0
231318,330.0
231319,419.0
231320,245.0
231321,1578.0
231322,1194.0
231323,668.0
231324,847.0
231325,290.0
231326,1864.0
231327,1412.0
231328,789.0
231329,1002.0
231330,84.0
231331,544.0
231332,412.0
231333,230.0
231334,292.0
231335,171.0
231336,1100.0
231337,832.0
231338,466.0
231339,590.0
231340,202.0
231341,1300.0
231342,984.0
231343,550.0
231344,698.0
231345,4.0
231346,25.0
231347,19.0
231348,10.0
231349,14.0
231350,8.0
231351,51.0
231352,38.0
231353,22.0
231354,28.0
231355,10.0
231356,60.0
231357,46.0
231358,26.0
231359,32.0
231360,198.0
231361,1271.0
231362,962.0
231363,538.0
231364,682.0
231365,400.0
231366,2571.0
231367,1946.0
231368,1088.0
231369,1380.0
231370,472.0
231371,3038.0
231372,2300.0
231373,1286.0
231374,1632.0
231375,160.0
231376,1029.0
231377,780.0
231378,436.0
231379,553.0
231380,324.0
231381,2082.0
231382,1576.0
231383,882.0
231384,1118.0
231385,382.0
231386,2460.0
231387,1863.0
231388,1042.0
231389,1322.0
231390,128.0
231391,831.0
231392,631.0
231393,352.0
231394,453.0
231395,259.0
231396,1682.0
231397,1277.0
231398,714.0
231399,916.0
231400,306.0
231401,1986.0
231402,1509.0
231403,844.0
231404,1082.0
231405,132.0
231406,858.0
231407,652.0
231408,364.0
231409,467.0
231410,267.0
231411,1734.0
231412,1318.0
231413,736.0
231414,946.0
231415,316.0
231416,2050.0
231417,1556.0
231418,870.0
231419,1117.0
231420,92.0
231421,598.0
231422,454.0
231423,254.0
231424,326.0
231425,186.0
231426,1209.0
231427,918.0
231428,514.0
231429,659.0
231430,220.0
231431,1428.0
231432,1085.0
231433,606.0
231434,779.0
231435,4.0
231436,28.0
231437,21.0
231438,12.0
231439,16.0
231440,8.0
231441,56.0
231442,42.0
231443,24.0
231444,30.0
231445,10.0
231446,66.0
231447,50.0
231448,28.0
231449,36.0
231450,215.0
231451,1397.0
231452,1062.0
231453,593.0
231454,762.0
231455,435.0
231456,2827.0
231457,2147.0
231458,1200.0
231459,1540.0
231460,514.0
231461,3340.0
231462,2536.0
231463,1418.0
231464,1820.0
231465,174.0
231466,1132.0
231467,860.0
231468,480.0
231469,617.0
231470,352.0
231471,2290.0
231472,1739.0
231473,972.0
231474,1248.0
231475,417.0
231476,2706.0
231477,2054.0
231478,1149.0
231479,1474.0
231480,102.0
231481,669.0
231482,504.0
231483,284.0
231484,367.0
231485,206.0
231486,1353.0
231487,1020.0
231488,575.0
231489,742.0
231490,242.0
231491,1599.0
231492,1205.0
231493,679.0
231494,878.0
231495,104.0
231496,690.0
231497,520.0
231498,293.0
231499,379.0
231500,212.0
231501,1396.0
231502,1052.0
231503,593.0
231504,766.0
231505,250.0
231506,1650.0
231507,1243.0
231508,700.0
231509,906.0
231510,73.0
231511,481.0
231512,362.0
231513,204.0
231514,264.0
231515,148.0
231516,974.0
231517,734.0
231518,414.0
231519,534.0
231520,174.0
231521,1150.0
231522,866.0
231523,488.0
231524,632.0
231525,3.0
231526,22.0
231527,16.0
231528,10.0
231529,12.0
231530,7.0
231531,45.0
231532,34.0
231533,19.0
231534,25.0
231535,8.0
231536,54.0
231537,40.0
231538,23.0
231539,30.0
231540,170.0
231541,1124.0
231542,848.0
231543,478.0
231544,618.0
231545,346.0
231546,2275.0
231547,1714.0
231548,966.0
231549,1248.0
231550,408.0
231551,2688.0
231552,2026.0
231553,1142.0
231554,1476.0
231555,138.0
231556,911.0
231557,686.0
231558,387.0
231559,500.0
231560,280.0
231561,1843.0
231562,1388.0
231563,783.0
231564,1012.0
231565,330.0
231566,2177.0
231567,1641.0
231568,925.0
231569,1195.0
231570,102.0
231571,678.0
231572,502.0
231573,283.0
231574,363.0
231575,206.0
231576,1372.0
231577,1015.0
231578,573.0
231579,735.0
231580,244.0
231581,1621.0
231582,1200.0
231583,676.0
231584,869.0
231585,105.0
231586,700.0
231587,518.0
231588,292.0
231589,375.0
231590,212.0
231591,1416.0
231592,1048.0
231593,591.0
231594,758.0
231595,252.0
231596,1672.0
231597,1238.0
231598,698.0
231599,896.0
231600,73.0
231601,488.0
231602,361.0
231603,204.0
231604,261.0
231605,148.0
231606,986.0
231607,730.0
231608,412.0
231609,529.0
231610,175.0
231611,1166.0
231612,862.0
231613,486.0
231614,624.0
231615,3.0
231616,23.0
231617,16.0
231618,10.0
231619,12.0
231620,7.0
231621,46.0
231622,34.0
231623,19.0
231624,24.0
231625,8.0
231626,54.0
231627,40.0
231628,22.0
231629,29.0
231630,172.0
231631,1140.0
231632,844.0
231633,476.0
231634,611.0
231635,346.0
231636,2306.0
231637,1707.0
231638,962.0
231639,1236.0
231640,410.0
231641,2725.0
231642,2017.0
231643,1138.0
231644,1460.0
231645,139.0
231646,924.0
231647,684.0
231648,386.0
231649,495.0
231650,281.0
231651,1868.0
231652,1382.0
231653,780.0
231654,1002.0
231655,332.0
231656,2208.0
231657,1634.0
231658,922.0
231659,1183.0
231660,102.0
231661,664.0
231662,511.0
231663,281.0
231664,368.0
231665,207.0
231666,1342.0
231667,1034.0
231668,568.0
231669,744.0
231670,244.0
231671,1586.0
231672,1221.0
231673,672.0
231674,879.0
231675,106.0
231676,684.0
231677,527.0
231678,290.0
231679,380.0
231680,213.0
231681,1385.0
231682,1066.0
231683,586.0
231684,768.0
231685,252.0
231686,1636.0
231687,1260.0
231688,693.0
231689,906.0
231690,74.0
231691,478.0
231692,367.0
231693,202.0
231694,264.0
231695,149.0
231696,965.0
231697,744.0
231698,408.0
231699,535.0
231700,176.0
231701,1140.0
231702,878.0
231703,482.0
231704,632.0
231705,4.0
231706,22.0
231707,17.0
231708,10.0
231709,12.0
231710,7.0
231711,44.0
231712,34.0
231713,19.0
231714,25.0
231715,8.0
231716,53.0
231717,41.0
231718,22.0
231719,30.0
231720,172.0
231721,1116.0
231722,859.0
231723,472.0
231724,618.0
231725,348.0
231726,2256.0
231727,1738.0
231728,956.0
231729,1250.0
231730,410.0
231731,2666.0
231732,2053.0
231733,1129.0
231734,1478.0
231735,139.0
231736,904.0
231737,696.0
231738,382.0
231739,501.0
231740,282.0
231741,1828.0
231742,1407.0
231743,774.0
231744,1013.0
231745,333.0
231746,2160.0
231747,1663.0
231748,914.0
231749,1196.0
231750,102.0
231751,673.0
231752,507.0
231753,282.0
231754,369.0
231755,206.0
231756,1361.0
231757,1026.0
231758,570.0
231759,747.0
231760,244.0
231761,1608.0
231762,1212.0
231763,673.0
231764,882.0
231765,106.0
231766,694.0
231767,523.0
231768,290.0
231769,381.0
231770,213.0
231771,1404.0
231772,1058.0
231773,588.0
231774,770.0
231775,252.0
231776,1660.0
231777,1250.0
231778,694.0
231779,910.0
231780,74.0
231781,484.0
231782,364.0
231783,202.0
231784,266.0
231785,148.0
231786,979.0
231787,738.0
231788,410.0
231789,538.0
231790,176.0
231791,1157.0
231792,872.0
231793,484.0
231794,634.0
231795,3.0
231796,22.0
231797,17.0
231798,10.0
231799,12.0
231800,7.0
231801,46.0
231802,34.0
231803,19.0
231804,25.0
231805,8.0
231806,54.0
231807,40.0
231808,22.0
231809,30.0
231810,172.0
231811,1132.0
231812,852.0
231813,473.0
231814,620.0
231815,346.0
231816,2288.0
231817,1724.0
231818,958.0
231819,1256.0
231820,410.0
231821,2704.0
231822,2038.0
231823,1132.0
231824,1484.0
231825,138.0
231826,916.0
231827,690.0
231828,384.0
231829,503.0
231830,281.0
231831,1854.0
231832,1396.0
231833,776.0
231834,1017.0
231835,332.0
231836,2190.0
231837,1650.0
231838,916.0
231839,1202.0
231840,108.0
231841,716.0
231842,537.0
231843,298.0
231844,390.0
231845,219.0
231846,1447.0
231847,1087.0
231848,604.0
231849,789.0
231850,259.0
231851,1710.0
231852,1284.0
231853,713.0
231854,932.0
231855,112.0
231856,738.0
231857,554.0
231858,308.0
231859,402.0
231860,226.0
231861,1493.0
231862,1121.0
231863,622.0
231864,814.0
231865,266.0
231866,1764.0
231867,1325.0
231868,735.0
231869,962.0
231870,78.0
231871,514.0
231872,386.0
231873,214.0
231874,280.0
231875,158.0
231876,1041.0
231877,782.0
231878,434.0
231879,568.0
231880,186.0
231881,1230.0
231882,924.0
231883,512.0
231884,670.0
231885,4.0
231886,24.0
231887,18.0
231888,10.0
231889,13.0
231890,8.0
231891,48.0
231892,36.0
231893,20.0
231894,26.0
231895,8.0
231896,57.0
231897,42.0
231898,24.0
231899,31.0
231900,182.0
231901,1202.0
231902,903.0
231903,501.0
231904,656.0
231905,368.0
231906,2433.0
231907,1828.0
231908,1014.0
231909,1326.0
231910,435.0
231911,2874.0
231912,2158.0
231913,1198.0
231914,1567.0
231915,148.0
231916,974.0
231917,732.0
231918,406.0
231919,532.0
231920,298.0
231921,1970.0
231922,1480.0
231923,822.0
231924,1074.0
231925,352.0
231926,2328.0
231927,1748.0
231928,970.0
231929,1270.0
231930,116.0
231931,754.0
231932,564.0
231933,314.0
231934,418.0
231935,236.0
231936,1525.0
231937,1142.0
231938,636.0
231939,846.0
231940,279.0
231941,1802.0
231942,1350.0
231943,751.0
231944,1000.0
231945,120.0
231946,778.0
231947,582.0
231948,324.0
231949,432.0
231950,244.0
231951,1574.0
231952,1179.0
231953,656.0
231954,873.0
231955,288.0
231956,1860.0
231957,1393.0
231958,775.0
231959,1032.0
231960,84.0
231961,542.0
231962,406.0
231963,226.0
231964,300.0
231965,170.0
231966,1098.0
231967,822.0
231968,457.0
231969,608.0
231970,200.0
231971,1296.0
231972,971.0
231973,540.0
231974,718.0
231975,4.0
231976,25.0
231977,18.0
231978,10.0
231979,14.0
231980,8.0
231981,51.0
231982,38.0
231983,21.0
231984,28.0
231985,10.0
231986,60.0
231987,45.0
231988,25.0
231989,34.0
231990,196.0
231991,1268.0
231992,950.0
231993,528.0
231994,703.0
231995,398.0
231996,2564.0
231997,1922.0
231998,1069.0
231999,1422.0
232000,469.0
232001,3030.0
232002,2270.0
232003,1262.0
232004,1680.0
232005,159.0
232006,1026.0
232007,769.0
232008,428.0
232009,570.0
232010,322.0
232011,2077.0
232012,1556.0
232013,866.0
232014,1152.0
232015,380.0
232016,2454.0
232017,1838.0
232018,1023.0
232019,1361.0
232020,128.0
232021,835.0
232022,627.0
232023,346.0
232024,460.0
232025,258.0
232026,1690.0
232027,1268.0
232028,701.0
232029,928.0
232030,305.0
232031,1996.0
232032,1499.0
232033,828.0
232034,1098.0
232035,132.0
232036,862.0
232037,647.0
232038,358.0
232039,474.0
232040,266.0
232041,1744.0
232042,1308.0
232043,724.0
232044,958.0
232045,314.0
232046,2060.0
